id,namespace_id,srs_name,schema_uri,schema_uri_gml,schema_uri_base,schema_prefix,feature_type,geometry_property,begin_lifespan_version_property,features_threshold,hits_request,factor_k,xpath,name_item,min_x,min_y,max_x,max_y
39,7,urn:ogc:def:crs:EPSG::4258,http://inspire.ec.europa.eu/schemas/au/4.0,http://www.opengis.net/gml/3.2,http://inspire.ec.europa.eu/schemas/base/3.3,au,AdministrativeUnit,au:geometry,beginLifespanVersion,10000,1,1,http://www.opengis.net/wfs/2.0,member,-10.0,34.5,5.0,44.00
